id,title,type,area,priority,status,sprint,est_tokens,actual_tokens,variance,created_at,completed_at,file,description
BACKLOG-349,Share FolderExportProgress Type Across IPC Boundary,refactor,ipc,Medium,Pending,-,-,-,-,2026-01-21,,[BACKLOG-349.md](BACKLOG-349.md),
BACKLOG-350,Refactor folderExportService.ts (2057 Lines),refactor,service,Low,Completed,SPRINT-090,-,-,-,2026-01-21,2026-02-21,[BACKLOG-350.md](BACKLOG-350.md),Completed via PR #915 (TASK-2032). folderExportService split into sub-modules.
BACKLOG-351,Add Logging to Empty Catch Blocks in Export Services,refactor,service,Low,Pending,-,-,-,-,2026-01-21,,[BACKLOG-351.md](BACKLOG-351.md),
BACKLOG-352,Export Success Message with Finder Link and Close Transaction Prompt,feature,ui,High,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-352.md](items/BACKLOG-352.md),
BACKLOG-353,PDF Authenticity Hash Verification via Supabase,feature,security,Medium,Pending,-,-,-,-,2026-01-21,,[BACKLOG-353.md](items/BACKLOG-353.md),
BACKLOG-354,Remove Phone Number Under Each Text in 1:1 Chat Exports,feature,ui,Low,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-354.md](items/BACKLOG-354.md),
BACKLOG-355,Add Back to Email Threads Link in Full Audit PDF,feature,ui,Medium,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-355.md](items/BACKLOG-355.md),
BACKLOG-356,Redesign Text Conversation Cards - Date Range and No Preview,feature,ui,Medium,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-356.md](items/BACKLOG-356.md),
BACKLOG-357,Filter Text Preview by Audit Dates with Toggle,feature,ui,Medium,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-357.md](items/BACKLOG-357.md),
BACKLOG-358,Deleted Messages Tab in Transaction Details,feature,ui,Medium,Pending,-,-,-,-,2026-01-21,,[BACKLOG-358.md](items/BACKLOG-358.md),
BACKLOG-359,Add Audit Date Range to Summary PDF Title,feature,ui,Low,Pending,-,-,-,-,2026-01-21,,[BACKLOG-359.md](items/BACKLOG-359.md),
BACKLOG-360,Default Export to Audit Package - One PDF as Coming Soon,feature,ui,High,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-360.md](items/BACKLOG-360.md),
BACKLOG-361,Remove Progress Bar from Audit Package Exporter,chore,ui,Low,Pending,-,-,-,-,2026-01-21,,[BACKLOG-361.md](items/BACKLOG-361.md),
BACKLOG-362,Increase Export Success Popup Visibility Duration,feature,ui,Medium,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-362.md](items/BACKLOG-362.md),
BACKLOG-363,Reorganize Transaction Details Tabs - Move Emails to Own Tab,refactor,ui,High,Completed,-,-,-,Already implemented - TransactionEmailsTab.tsx exists,2026-01-21,2026-01-22,[BACKLOG-363.md](items/BACKLOG-363.md),
BACKLOG-364,Fix transaction_summary view table reference,bug,schema,Critical,Completed,SPRINT-088,~8K,-,-,2026-01-23,2026-02-20,[BACKLOG-364.md](items/BACKLOG-364.md),
BACKLOG-365,Fix feedbackService Table Reference Mismatch,bug,service,Critical,Completed,SPRINT-088,~8K,-,-,2026-01-23,2026-02-20,[BACKLOG-365.md](items/BACKLOG-365.md),PR #892 merged. Test alignment fix applied in sprint rollup.
BACKLOG-366,Verify TransactionStatus Type/Schema Alignment,bug,schema,Critical,Completed,-,~5K,-,"Verified - TypeScript and schema aligned, no archived status found",2026-01-23,2026-02-19,[BACKLOG-366.md](items/BACKLOG-366.md),
BACKLOG-367,Consolidate Duplicate Export Date Columns,refactor,schema,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-367.md](items/BACKLOG-367.md),
BACKLOG-368,Create transactionStageHistoryDbService,refactor,service,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-368.md](items/BACKLOG-368.md),
BACKLOG-369,Align Audit Log Schema Between Migration and Main Schema,refactor,schema,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-369.md](items/BACKLOG-369.md),
BACKLOG-370,Add Unique Constraint for Thread-Based Communication Links,chore,schema,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-370.md](items/BACKLOG-370.md),
BACKLOG-371,Contact Update Sync and Re-link Messages,feature,service,High,Pending,SPRINT-049,-,-,-,2026-01-21,,[BACKLOG-371.md](items/BACKLOG-371.md),
BACKLOG-372,Switch Mac to iPhone Backup for Messages/Contacts,feature,electron,High,Pending,-,-,-,-,2026-01-21,,[BACKLOG-372.md](items/BACKLOG-372.md),
BACKLOG-373,Android Device Support,feature,electron,High,Pending,-,~150K,-,-,2026-01-21,,[BACKLOG-373.md](items/BACKLOG-373.md),
BACKLOG-374,Add App Logo and Branding,feature,ui,Medium,Pending,-,~30K,-,-,2026-01-21,,[BACKLOG-374.md](items/BACKLOG-374.md),
BACKLOG-375,SSO (Single Sign-On) for Enterprise Authentication,feature,security,High,Obsolete,-,~150K,-,Superseded by SPRINT-058 unified browser auth,2026-01-21,,[BACKLOG-375.md](items/BACKLOG-375.md),
BACKLOG-376,SCIM User Provisioning & Role Management,feature,security,High,Pending,-,~120K,-,Partially superseded - invitation system in SPRINT-058,2026-01-21,,[BACKLOG-376.md](items/BACKLOG-376.md),
BACKLOG-377,AI-Powered Audit Analysis,feature,service,High,Pending,-,~150K,-,-,2026-01-21,,[BACKLOG-377.md](items/BACKLOG-377.md),
BACKLOG-378,Call Log Support for Transaction Audits,feature,service,Medium,Pending,-,~60K,-,-,2026-01-21,,[BACKLOG-378.md](items/BACKLOG-378.md),
BACKLOG-379,Continue Setup Button No-Op (goToEmailOnboarding),bug,ui,High,Pending,SPRINT-049,~15K,-,-,2026-01-21,,[BACKLOG-379.md](items/BACKLOG-379.md),
BACKLOG-380,hasEmailConnected Returns False Despite Working Email Sync,bug,service,High,Completed,TASK-1730,~20K,-,Now derives from actual token validity via connectionStatusService (PR #668),2026-01-21,2026-02-17,[BACKLOG-380.md](items/BACKLOG-380.md),
BACKLOG-381,Transaction Details Header Improvements (Audit Period + Type + Edit Button),feature,ui,Medium,Pending,SPRINT-049,-,-,-,2026-01-22,,[BACKLOG-381.md](items/BACKLOG-381.md),
BACKLOG-382,Persistent Export History in Transaction Details,feature,ui,Medium,Obsolete,-,-,-,-,2026-01-22,,[BACKLOG-382.md](items/BACKLOG-382.md),
BACKLOG-383,Format Role Pills with Human-Readable Labels,feature,ui,Medium,Pending,SPRINT-049,-,-,-,2026-01-22,,[BACKLOG-383.md](items/BACKLOG-383.md),
BACKLOG-384,AI-Extracted Date Verification Badges,feature,ui,Low,Pending,-,-,-,-,2026-01-22,,[BACKLOG-384.md](items/BACKLOG-384.md),
BACKLOG-385,Contact Email Missing Prompt,feature,ui,High,Completed,SPRINT-050,-,-,-,2026-01-22,2026-01-22,[BACKLOG-385.md](items/BACKLOG-385.md),
BACKLOG-386,Unified Contact Selection and Management UX,feature,ui,High,Completed,SPRINT-050,-,-,-,2026-01-22,2026-01-22,[BACKLOG-386.md](items/BACKLOG-386.md),
BACKLOG-387,Supabase Schema - Organizations Members Submissions,feature,schema,Critical,Completed,SPRINT-050,~25K,-,-,2026-01-22,2026-01-22,[BACKLOG-387.md](items/BACKLOG-387.md),
BACKLOG-388,RLS Policies + Storage Bucket,feature,security,Critical,Completed,SPRINT-050,~20K,-,-,2026-01-22,2026-01-22,[BACKLOG-388.md](items/BACKLOG-388.md),
BACKLOG-389,Demo Seed Data,chore,schema,Critical,Completed,SPRINT-050,~10K,-,-,2026-01-22,2026-01-22,[BACKLOG-389.md](items/BACKLOG-389.md),
BACKLOG-390,Desktop - Local Schema Changes (submission_status),feature,schema,Critical,Completed,SPRINT-050,~15K,-,-,2026-01-22,2026-01-22,[BACKLOG-390.md](items/BACKLOG-390.md),
BACKLOG-391,Desktop - Submit for Review UI (detail page),feature,ui,Critical,Completed,SPRINT-050,~25K,-,-,2026-01-22,2026-01-22,[BACKLOG-391.md](items/BACKLOG-391.md),
BACKLOG-392,Desktop - Bulk Submit UI (list page),feature,ui,High,Completed,SPRINT-050,~20K,-,-,2026-01-22,2026-01-22,[BACKLOG-392.md](items/BACKLOG-392.md),
BACKLOG-393,Desktop - Attachment Upload Service,feature,service,Critical,Completed,SPRINT-050,~30K,-,-,2026-01-22,2026-01-22,[BACKLOG-393.md](items/BACKLOG-393.md),
BACKLOG-394,Desktop - Transaction Push Service,feature,service,Critical,Completed,SPRINT-050,~35K,-,-,2026-01-22,2026-01-22,[BACKLOG-394.md](items/BACKLOG-394.md),
BACKLOG-395,Desktop - Status Sync + Review Notes Display,feature,service,Critical,Completed,SPRINT-050,~25K,-,-,2026-01-22,2026-01-22,[BACKLOG-395.md](items/BACKLOG-395.md),
BACKLOG-396,Portal - Next.js Setup + Vercel Deploy,chore,infra,Critical,Completed,SPRINT-050,~25K,-,-,2026-01-22,2026-01-22,[BACKLOG-396.md](items/BACKLOG-396.md),
BACKLOG-397,Portal - Supabase Auth (OAuth),feature,security,Critical,Completed,SPRINT-050,~20K,-,-,2026-01-22,2026-01-22,[BACKLOG-397.md](items/BACKLOG-397.md),
BACKLOG-398,Portal - Dashboard + Submission List,feature,ui,Critical,Completed,SPRINT-050,~30K,-,-,2026-01-22,2026-01-22,[BACKLOG-398.md](items/BACKLOG-398.md),
BACKLOG-399,Portal - Submission Detail View,feature,ui,Critical,Completed,SPRINT-050,~35K,-,-,2026-01-22,2026-01-22,[BACKLOG-399.md](items/BACKLOG-399.md),
BACKLOG-400,Portal - Review Actions (Approve/Reject/Changes),feature,service,Critical,Completed,SPRINT-050,~25K,-,-,2026-01-22,2026-01-22,[BACKLOG-400.md](items/BACKLOG-400.md),
BACKLOG-401,Portal - Message & Attachment Viewer,feature,ui,High,Completed,SPRINT-050,~30K,-,-,2026-01-22,2026-01-22,[BACKLOG-401.md](items/BACKLOG-401.md),
BACKLOG-402,File Size Limits per Plan Tier,feature,service,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-402.md](items/BACKLOG-402.md),
BACKLOG-403,Malware Scanning on Upload,feature,security,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-403.md](items/BACKLOG-403.md),
BACKLOG-404,Internal Admin Panel for User Management,feature,ui,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-404.md](items/BACKLOG-404.md),
BACKLOG-405,Fix RLS Policies and Auth Triggers,bug,security,Medium,Pending,-,-,-,-,2026-01-23,,[BACKLOG-405.md](items/BACKLOG-405.md),
BACKLOG-406,Fix Apple Signing Certificate for macOS Release,chore,infra,High,Completed,SPRINT-056,~5K,-,-,2026-01-22,2026-02-17,[BACKLOG-406.md](items/BACKLOG-406.md),
BACKLOG-409,Align TypeScript Types with SQLite Schema,refactor,schema,High,Completed,SPRINT-051,~15K,-,-,2026-01-22,2026-01-23,[BACKLOG-409.md](items/BACKLOG-409.md),
BACKLOG-410,Add AI Detection Columns to SQLite (verify existing),feature,schema,High,Completed,SPRINT-053,~10K,-,-,2026-01-23,,[BACKLOG-410.md](items/BACKLOG-410.md),
BACKLOG-411,Update Base schema.sql,refactor,schema,Medium,Completed,SPRINT-051,~10K,-,-,2026-01-22,2026-01-23,[BACKLOG-411.md](items/BACKLOG-411.md),
BACKLOG-412,Restore Closed Filter Tab,bug,ui,High,Completed,SPRINT-051,~8K,-,-,2026-01-22,2026-01-23,[BACKLOG-412.md](items/BACKLOG-412.md),
BACKLOG-413,Investigate/Fix detection_status Filter Logic,bug,ui,Medium,Pending,-,~5K,-,-,2026-01-23,,[BACKLOG-413.md](items/BACKLOG-413.md),
BACKLOG-414,Add Visual Separator Between Status Domains,feature,ui,Low,Pending,-,~5K,-,-,2026-01-23,,[BACKLOG-414.md](items/BACKLOG-414.md),
BACKLOG-415,Submit Modal Shows Wrong Message Count,bug,ui,Medium,Completed,SPRINT-050,~5K,-,-,2026-01-23,2026-01-22,[BACKLOG-415.md](items/BACKLOG-415.md),
BACKLOG-416,Submitted Transactions Show as Active in Filter,bug,ui,Medium,Pending,-,~15K,-,-,2026-01-23,,[BACKLOG-416.md](items/BACKLOG-416.md),
BACKLOG-417,Display Price Fields in Transaction Summary,feature,ui,Medium,Pending,-,~8K,-,-,2026-01-23,,[BACKLOG-417.md](items/BACKLOG-417.md),
BACKLOG-418,"Redesign Contact Selection UX (Select First, Assign Roles Second)",feature,ui,Medium,Obsolete,SPRINT-055b,~40K,-,Duplicate of BACKLOG-463,2026-01-23,,[BACKLOG-418.md](items/BACKLOG-418.md),
BACKLOG-419,Audit and Restore RLS Policies,chore,security,High,Completed,SPRINT-051,~10K,-,-,2026-01-22,2026-01-23,[BACKLOG-419.md](items/BACKLOG-419.md),
BACKLOG-420,Broker Portal - Attachments Not Displaying,bug,ui,Medium,Completed,SPRINT-050,~15K,-,-,2026-01-23,2026-01-22,[BACKLOG-420.md](items/BACKLOG-420.md),
BACKLOG-421,Broker Portal - Request Changes Text Color is White,bug,ui,Medium,Completed,SPRINT-050,~3K,-,-,2026-01-23,2026-01-22,[BACKLOG-421.md](items/BACKLOG-421.md),
BACKLOG-422,Fix Broker Portal Review Actions,bug,service,Critical,Completed,SPRINT-051,~20K,-,-,2026-01-22,2026-01-23,[BACKLOG-422.md](items/BACKLOG-422.md),
BACKLOG-423,Fix Transactions.test.tsx Missing Mock,test,service,Medium,Completed,SPRINT-051,~5K,-,-,2026-01-22,2026-01-23,[BACKLOG-423.md](items/BACKLOG-423.md),
BACKLOG-424,Broker Portal Submission List UX Tweaks,feature,ui,Low,Pending,SPRINT-051,-,-,-,2026-01-23,,[BACKLOG-424.md](items/BACKLOG-424.md),
BACKLOG-425,Test Desktop Status Sync,test,service,High,Completed,SPRINT-051,~10K,-,-,2026-01-22,2026-01-23,[BACKLOG-425.md](items/BACKLOG-425.md),
BACKLOG-426,License Type Database Schema Support,feature,schema,Critical,Completed,SPRINT-051,~20K,-,-,2026-01-22,2026-01-23,[BACKLOG-426.md](items/BACKLOG-426.md),
BACKLOG-427,License-Aware UI Components,feature,ui,Critical,Completed,SPRINT-051,~35K,-,-,2026-01-22,2026-01-23,[BACKLOG-427.md](items/BACKLOG-427.md),
BACKLOG-428,License Context Provider,feature,service,Critical,Completed,SPRINT-051,~25K,-,-,2026-01-22,2026-01-23,[BACKLOG-428.md](items/BACKLOG-428.md),
BACKLOG-429,Team Workflow E2E Testing,test,service,Critical,Completed,SPRINT-051,~25K,-,-,2026-01-22,2026-01-23,[BACKLOG-429.md](items/BACKLOG-429.md),
BACKLOG-452,Admin User Management UI,feature,ui,Medium,Pending,-,~30K,-,-,2026-01-23,,[BACKLOG-452.md](items/BACKLOG-452.md),
BACKLOG-453,Multi-org broker auth fix,bug,security,Critical,Completed,SPRINT-051,~10K,-,-,2026-01-23,2026-01-23,[BACKLOG-453.md](items/BACKLOG-453.md),
BACKLOG-454,Azure AD OAuth email config,feature,security,Critical,Completed,-,~20K,-,-,2026-01-23,2026-02-06,[BACKLOG-454.md](items/BACKLOG-454.md),
BACKLOG-455,RLS enablement on tables,chore,security,Critical,Completed,SPRINT-051,~5K,-,-,2026-01-23,2026-01-23,[BACKLOG-455.md](items/BACKLOG-455.md),
BACKLOG-456,Unify Loading Animation UI,refactor,ui,Low,Pending,-,~10K,-,-,2026-01-23,,[BACKLOG-456.md](items/BACKLOG-456.md),
BACKLOG-457,Sync Emails must fetch from provider,feature,service,Critical,Completed,SPRINT-052,~50K,-,-,2026-01-23,,[BACKLOG-457.md](items/BACKLOG-457.md),
BACKLOG-458,Email connection status mismatch,bug,service,High,Completed,SPRINT-052,~30K,-,-,2026-01-23,,[BACKLOG-458.md](items/BACKLOG-458.md),
BACKLOG-459,Team License Export After Submission,feature,service,Critical,Completed,SPRINT-053,~20K,-,-,2026-01-23,,[BACKLOG-459.md](items/BACKLOG-459.md),
BACKLOG-460,Dashboard Notifications for Status Changes,feature,ui,High,Pending,-,~25K,-,-,2026-01-23,,[BACKLOG-460.md](items/BACKLOG-460.md),
BACKLOG-461,Under Review Status When Broker Opens Submission,feature,service,High,Pending,-,~15K,-,-,2026-01-23,,[BACKLOG-461.md](items/BACKLOG-461.md),
BACKLOG-462,Verify AI Add-on Feature Gating Completeness,test,ui,Critical,Completed,SPRINT-053,~15K,-,-,2026-01-23,,[BACKLOG-462.md](items/BACKLOG-462.md),
BACKLOG-463,Single-Screen Contact Management Flow,feature,ui,High,Pending,SPRINT-055b,~45K,-,-,2026-01-23,,[BACKLOG-463.md](items/BACKLOG-463.md),
BACKLOG-464,OAuth Reconnect Popup Not Opening,bug,electron,Critical,Completed,SPRINT-052,~20K,-,-,2026-01-24,,[BACKLOG-464.md](items/BACKLOG-464.md),
BACKLOG-475,Verify Auto-Updater End-to-End,test,electron,High,Completed,SPRINT-056,~15K,-,ZIP targets added in v2.2.1 (PR #832). Full auto-update pipeline implemented: startup check (5s delay) periodic checks (4h interval) manual check button in Settings (TASK-1990). Verified working across 8 releases (v2.2.1–v2.4.1). See BACKLOG-740 for UX improvements.,2026-01-24,2026-02-19,[BACKLOG-475.md](items/BACKLOG-475.md),
BACKLOG-476,Complete Signed Release Cycle Test,test,infra,Medium,Pending,SPRINT-056,~5K,-,-,2026-01-24,,[BACKLOG-476.md](items/BACKLOG-476.md),
BACKLOG-477,User License Schema in Supabase,feature,schema,Critical,Completed,SPRINT-062,~25K,~28K,+12%,2026-01-24,2026-02-17,[BACKLOG-477.md](items/BACKLOG-477.md),
BACKLOG-478,License Validation Service,feature,service,Critical,Completed,SPRINT-062,~30K,~45K,+50%,2026-01-24,2026-01-27,[BACKLOG-478.md](items/BACKLOG-478.md),
BACKLOG-479,Device Registration Service,feature,service,High,Completed,SPRINT-062,~20K,-,Implemented as part of TASK-1504 (PR #632),2026-01-24,2026-02-19,[BACKLOG-479.md](items/BACKLOG-479.md),
BACKLOG-480,License Check at App Start,feature,electron,Critical,Completed,SPRINT-062,~15K,-,TASK-1506 (PR #633),2026-01-24,2026-02-17,[BACKLOG-480.md](items/BACKLOG-480.md),
BACKLOG-481,Trial Limit Enforcement UI,feature,ui,High,Completed,SPRINT-062,~10K,-,Components created in TASK-1506 (TrialStatusBanner/UpgradeScreen/DeviceLimitScreen/LicenseGate),2026-01-24,2026-02-17,[BACKLOG-481.md](items/BACKLOG-481.md),
BACKLOG-482,Desktop Deep Link Handler,feature,electron,Critical,Completed,SPRINT-062,~25K,~53K,+112%,2026-01-24,2026-02-17,[BACKLOG-482.md](items/BACKLOG-482.md),
BACKLOG-483,Browser Auth Landing Page,feature,ui,Critical,Completed,SPRINT-062,~30K,~37K,+23%,2026-01-24,2026-02-19,[BACKLOG-483.md](items/BACKLOG-483.md),
BACKLOG-484,License Validation at Auth,feature,security,Critical,Completed,SPRINT-062,~15K,~22K,+47%,2026-01-24,2026-02-19,[BACKLOG-484.md](items/BACKLOG-484.md),
BACKLOG-485,Deprecate OAuth Popup Flow,refactor,electron,Medium,Pending,SPRINT-058,~10K,-,-,2026-01-24,,[BACKLOG-485.md](items/BACKLOG-485.md),
BACKLOG-486,PostHog SDK Integration,feature,electron,Critical,Pending,SPRINT-059,~15K,-,-,2026-01-24,,[BACKLOG-486.md](items/BACKLOG-486.md),
BACKLOG-487,Core Lifecycle Events,feature,service,Critical,Pending,SPRINT-059,~10K,-,-,2026-01-24,,[BACKLOG-487.md](items/BACKLOG-487.md),
BACKLOG-488,Transaction & Feature Events,feature,service,High,Pending,SPRINT-059,~10K,-,-,2026-01-24,,[BACKLOG-488.md](items/BACKLOG-488.md),
BACKLOG-489,Privacy Controls & Error Tracking,feature,service,High,Pending,SPRINT-059,~5K,-,-,2026-01-24,,[BACKLOG-489.md](items/BACKLOG-489.md),
BACKLOG-490,Fix EMAIL_CONNECTED Not Updating in Ready State,bug,service,Critical,Completed,SPRINT-052,~15K,-,-,2026-01-24,2026-01-25,[BACKLOG-490.md](items/BACKLOG-490.md),
BACKLOG-491,Remove Excessive NavigationButtons Logging,chore,ui,High,Completed,SPRINT-052,~5K,-,-,2026-01-24,2026-01-25,[BACKLOG-491.md](items/BACKLOG-491.md),
BACKLOG-492,Test Outlook/Microsoft Email Sync,test,service,Critical,Completed,-,~5K,-,Outlook email sync tested with Madison (Cbolympia). Fixed contact filtering via Graph API $filter (PR #841). Released in v2.2.5.,2026-01-24,2026-02-12,[BACKLOG-492.md](items/BACKLOG-492.md),
BACKLOG-493,Cannot Unlink Emails from Transactions,bug,service,High,Completed,SPRINT-052,~10K,-,-,2026-01-24,2026-01-25,[BACKLOG-493.md](items/BACKLOG-493.md),
BACKLOG-494,Display Emails in Natural Thread Format,feature,ui,Critical,Completed,SPRINT-052,~25K,-,-,2026-01-24,2026-01-25,[BACKLOG-494.md](items/BACKLOG-494.md),
BACKLOG-497,Move SQLite Queries to Worker Thread,refactor,electron,High,Pending,-,~150K,-,-,2026-01-24,,[BACKLOG-497.md](items/BACKLOG-497.md),
BACKLOG-505,Fix Duplicate Text Messages in Conversation View,bug,schema,Critical,Completed,-,~20K,-,-,2026-01-25,2026-01-25,[BACKLOG-505.md](items/BACKLOG-505.md),
BACKLOG-506,Database Architecture Cleanup - Eliminate Dual-Storage Pattern,refactor,schema,High,Completed,SPRINT-060,~122K,~150K,+23%,2026-01-25,2026-02-17,[BACKLOG-506.md](items/BACKLOG-506.md),
BACKLOG-507,Database Maintenance Button in Settings,feature,ui,Medium,Pending,-,~50K,-,-,2026-01-25,,[BACKLOG-507.md](items/BACKLOG-507.md),
BACKLOG-508,Add Progress Bar for Message Import,feature,ui,Low,Pending,-,~5K,-,-,2026-01-26,,[BACKLOG-508.md](items/BACKLOG-508.md),
BACKLOG-509,Email embedded images blocked by CSP,bug,security,low,Pending,,,UI,cid: URLs for inline email images blocked by Content Security Policy. Need to either add cid: to img-src or strip/replace with placeholders.,2026-01-25,,,
BACKLOG-510,Fix transaction card communication counters,bug,ui,medium,Completed,SPRINT-061,,UI,Text and email thread counters on TransactionCard show wrong counts. Counters hidden until fixed. Need to recalculate counts based on new junction table architecture.,2026-01-25,,,
BACKLOG-511,Support HEIC image attachments in text threads,feature,ui,low,Pending,,,UI,HEIC images from iPhone don't display in text thread preview. Need to convert to displayable format or show placeholder.,2026-01-26,,,
BACKLOG-512,Auto-trigger email sync on contact list changes,feature,service,medium,Pending,,,Backend,"When contacts are added/modified on a transaction, automatically trigger email sync instead of requiring manual 'Sync Communications' click.",2026-01-26,,,
BACKLOG-513,Fix unknown contact name display in text threads,bug,service,medium,Completed,SPRINT-061,,UI,"When linking text threads to transactions, some 1:1 conversations display 'unknown' as contact name instead of actual contact. Contact lookup not finding phone number match.",2026-01-26,,,
BACKLOG-514,Fix thread deduplication during message import,bug,service,medium,Deferred,-,,Backend,Same conversation appears as multiple separate threads in UI. Messages from same thread imported with different thread_ids or grouping logic not consolidating properly.,2026-01-26,,,
BACKLOG-515,User Identifiers Table for Contact Resolution,feature,schema,medium,Pending,,,Backend,"Create user_identifiers table to store user email/phone identifiers. Improves contact resolution performance (indexed lookup vs O(n) message scan). Supports multiple emails/phones, future messaging platforms. Auto-populate from OAuth and message imports. SR Engineer approved architecture.",2026-01-26,,,
BACKLOG-542,Merge SMS and iMessage threads from same contact,bug,service,Medium,Completed,SPRINT-089,~30K,-,-,2026-01-27,2026-02-21,[BACKLOG-542.md](items/BACKLOG-542.md),Merged with BACKLOG-748 into TASK-2025. Display-layer merge of duplicate 1:1 threads from same contact. PR #905 merged.
BACKLOG-543,Audit period not displayed after transaction creation until edit/save,bug,ui,low,Completed,-,~15K,-,-,2026-01-27,2026-02-17,[BACKLOG-543.md](items/BACKLOG-543.md),
BACKLOG-545,Attachments not exported in package,bug,service,High,Pending,SPRINT-093,~50K,-,-,2026-01-27,,items/BACKLOG-545.md,Rollout readiness item #11. Email attachments missing from audit export. TASK-2050.
BACKLOG-546,Returning users incorrectly see T&C acceptance screen,bug,electron,High,Completed,SPRINT-062,~15K,~15K,0,2026-01-27,2026-01-27,[BACKLOG-546.md](items/BACKLOG-546.md),
BACKLOG-547,Email attachments not included in export package,bug,service,High,Completed,SPRINT-067,~25K,-,-,2026-01-27,2026-02-01,[BACKLOG-547.md](items/BACKLOG-547.md),
BACKLOG-548,Browser auth landing page with provider selection,feature,ui,High,Completed,SPRINT-062,~5K,~5K,0,2026-01-27,2026-01-27,[BACKLOG-548.md](items/BACKLOG-548.md),
BACKLOG-549,Investigate and consolidate TransactionToolbar vs TransactionsToolbar,refactor,ui,medium,Pending,,-,,2026-01-29,2026-01-28,,,There are two nearly identical toolbar components: TransactionToolbar.tsx (used by TransactionList.tsx) and TransactionsToolbar.tsx (used by Transactions.tsx). Investigate whether both pages are needed and consolidate to a single toolbar component.
BACKLOG-566,Multi-Category Contact Filtering in EditContactsModal,feature,ui,Medium,Completed,SPRINT-066,~15K,-,-,2026-01-29,2026-02-19,[BACKLOG-566-multi-category-contact-filtering.md](items/BACKLOG-566-multi-category-contact-filtering.md),
BACKLOG-567,Sort Contacts by Most Recent Communication,feature,ui,Medium,Completed,SPRINT-066,~8K,-,-,2026-01-29,2026-02-19,[BACKLOG-567-contact-selection-sort-by-recent.md](items/BACKLOG-567-contact-selection-sort-by-recent.md),
BACKLOG-568,Unify New Audit Modal Navigation (Remove Nested Buttons),bug,ui,High,Pending,SPRINT-066,~20K,-,-,2026-01-29,TASK-1771,[BACKLOG-568-audit-modal-unified-navigation.md](items/BACKLOG-568-audit-modal-unified-navigation.md),
BACKLOG-569,Update joyride onboarding tour,chore,ui,medium,Pending,,-,-,,2026-01-31,,,Review and update the joyride onboarding tour to reflect recent UI changes
BACKLOG-570,Silent refresh pattern for contact imports,bug,ui,medium,Completed,SPRINT-066,-,-,,2026-01-31,,,Prevent loading flicker after importing contacts by using silent refresh that doesn't show loading state
BACKLOG-571,Fix contact source categorization for imports,bug,service,medium,Completed,SPRINT-066,-,-,,2026-01-31,,,Use source=contacts_app instead of manual when importing from Contacts App so they appear in Imported filter
BACKLOG-572,Transaction header responsive improvements,feature,ui,medium,Completed,SPRINT-066,-,-,,2026-01-31,,,Always row layout with flex-nowrap - address on two lines - prevents Export button wrapping
BACKLOG-573,Transaction details button reorganization,feature,ui,medium,Completed,SPRINT-066,-,-,,2026-01-31,,,Move Edit Summary button next to Summary heading - move Delete button to bottom center of Overview tab
BACKLOG-574,Emails and Messages empty state styling,feature,ui,low,Completed,SPRINT-066,-,-,,2026-01-31,,,Update empty states to match contacts style with gray box - centered icon - and action button
BACKLOG-575,ContactRoleRow responsive layout,feature,ui,medium,Completed,SPRINT-066,-,-,,2026-01-31,,,Add flex-wrap so dropdown wraps to next line on narrow screens - prevent name truncation
BACKLOG-576,Responsive icon-only buttons for Overview tab,feature,ui,medium,Completed,SPRINT-066,-,-,,2026-01-31,,,Edit Summary - Sync - Edit Contacts buttons show icon-only on small screens with text on larger screens
BACKLOG-577,Consistent Edit button colors,chore,ui,low,Completed,SPRINT-066,-,-,,2026-01-31,,,Change Edit Summary button from indigo to blue to match Edit Contacts button color
BACKLOG-578,Fix Supabase RLS infinite recursion in organization_members,bug,schema,high,Pending,,-,-,,2026-01-31,,,Fix Row Level Security policy on organization_members table that causes infinite recursion - need to use security definer function or different table reference
BACKLOG-579,List Attachment Filenames in Export PDF,feature,service,high,Completed,SPRINT-067,~15K,-,-,2026-02-01,2026-02-01,[BACKLOG-579.md](items/BACKLOG-579.md),
BACKLOG-580,Attachments Tab Show Downloaded Files,feature,ui,medium,Deferred,-,~30K,-,SPRINT-067 feedback - deferred,2026-02-01,-,[BACKLOG-580.md](items/BACKLOG-580-attachments-tab-downloaded-files.md),
